PlayerName,Team,Games,Min,Season,WS,Salary,SalaryCap,TeamsTotalMinutes,SVR
Brian Skinner,CLE,65,1107,2002,1.9,"$1,483,461",42500000,19855,52.9019750855
Bryant Stith,CLE,50,665,2002,0.7,"$2,000,000",42500000,19855,11.6965282032
Chris Mihm,CLE,74,1659,2002,0.7,"$2,067,960",42500000,19855,29.1752837647
DeSagana Diop,CLE,18,109,2002,-0.3,"$1,842,480",42500000,19855,-0.8219224986
Jeff Trepagnier,CLE,12,77,2002,-0.2,"$332,817",42500000,19855,-0.387787852
Jumaine Jones,CLE,81,2142,2002,3.3,"$786,600",42500000,19855,177.9445635187
Lamond Murray,CLE,71,2312,2002,4.1,"$3,750,000",42500000,19855,236.8521782926
Michael Doleac,CLE,42,705,2002,0.3,"$2,000,856",42500000,19855,5.3143093751
Ricky Davis,CLE,82,1954,2002,2.8,"$1,496,400",42500000,19855,137.6080921359
Trajan Langdon,CLE,44,477,2002,0.6,"$1,604,880",42500000,19855,7.1969753291
Tyrone Hill,CLE,26,810,2002,0.6,"$6,600,000",42500000,19855,11.9435783479
Wesley Person,CLE,78,2793,2002,6.9,"$6,300,000",42500000,19855,474.6469251834
Zydrunas Ilgauskas,CLE,62,1329,2002,2.5,"$11,250,000",42500000,19855,77.8064736642
Adrian Griffin,DAL,58,1383,2002,3.5,"$565,850",42500000,19880,121.7213768924
Avery Johnson,DAL,17,152,2002,0.1,"$4,538,000",42500000,19880,0.3779351493
Charlie Bell,DAL,2,2,2002,0,#N/A,42500000,19880,#VALUE!
Danny Manning,DAL,41,552,2002,0.8,"$1,500,000",42500000,19880,11.0928045783
Darrick Martin,DAL,3,22,2002,-0.2,"$778,350",42500000,19880,-0.1106268664
Dirk Nowitzki,DAL,76,2891,2002,13.4,"$2,157,595",42500000,19880,971.8198598952
Donnell Harvey,DAL,18,162,2002,0.3,"$927,360",42500000,19880,1.2217520231
Eduardo Najera,DAL,62,1357,2002,4,"$465,850",42500000,19880,136.5027122729
Evan Eschmeyer,DAL,31,299,2002,0.5,"$3,038,000",42500000,19880,3.740847481
Greg Buckner,DAL,44,885,2002,2.3,"$1,200,000",42500000,19880,51.153853989
Johnny Newman,DAL,47,724,2002,0.9,"$1,675,000",42500000,19880,16.3628741967
Juwan Howard,DAL,53,1659,2002,3.4,"$18,750,000",42500000,19880,114.2538318144
Michael Finley,DAL,69,2754,2002,6.3,"$10,625,000",42500000,19880,409.0999119718
Nick Van Exel,DAL,27,757,2002,1.5,"$10,164,642",42500000,19880,26.9252480307
Raef LaFrentz,DAL,27,787,2002,1.9,"$3,755,142",42500000,19880,37.3145483694
Shawn Bradley,DAL,53,757,2002,2.3,"$4,500,000",42500000,19880,43.2993058698
Steve Nash,DAL,82,2837,2002,9.9,"$5,750,000",42500000,19880,693.4656531751
Tariq Abdul-Wahad,DAL,4,24,2002,-0.1,"$5,062,500",42500000,19880,-0.0595056933
Tim Hardaway,DAL,54,1276,2002,1.6,"$3,360,390",42500000,19880,51.0270731894
Wang Zhizhi,DAL,55,600,2002,1.5,"$465,850",42500000,19880,22.6330952553
Antonio McDyess,DEN,10,236,2002,0.8,"$11,700,000",42500000,19805,4.4052371242
Avery Johnson,DEN,51,1200,2002,2.8,"$4,538,000",42500000,19805,83.8599323076
Calbert Cheaney,DEN,68,1631,2002,1.2,"$2,400,000",42500000,19805,49.2541941787
Carlos Arroyo,DEN,20,275,2002,0.3,"$332,817",42500000,19805,2.082679645
Chris Andersen,DEN,24,262,2002,0.3,"$288,171",42500000,19805,1.9842561565
Donnell Harvey,DEN,29,679,2002,1.6,"$927,360",42500000,19805,27.4143585037
George McCloud,DEN,69,1830,2002,0.1,"$2,400,000",42500000,19805,4.6053124539
Isaiah Rider,DEN,10,173,2002,0.2,"$112,797",42500000,19805,0.8735106357
James Posey,DEN,73,2238,2002,2.7,"$1,120,680",42500000,19805,152.4463128748
Juwan Howard,DEN,28,976,2002,1.6,"$18,750,000",42500000,19805,31.7509559031
Kenny Satterfield,DEN,36,560,2002,-0.2,"$332,817",42500000,19805,-2.8273953969
Mengke Bateer,DEN,27,408,2002,0.1,#N/A,42500000,19805,#VALUE!
Nick Van Exel,DEN,45,1739,2002,2.9,"$10,164,642",42500000,19805,120.0360476633
Raef LaFrentz,DEN,51,1668,2002,4.5,"$3,755,142",42500000,19805,188.0182255559
Ryan Bowen,DEN,75,1686,2002,3.1,"$630,850",42500000,19805,131.9224544638
Scott Williams,DEN,41,737,2002,0.4,"$4,650,000",42500000,19805,7.3534705524
Shawnelle Scott,DEN,21,252,2002,0.4,"$590,850",42500000,19805,2.5443200666
Tariq Abdul-Wahad,DEN,20,417,2002,0,"$5,062,500",42500000,19805,0
Tim Hardaway,DEN,14,325,2002,0.2,"$3,360,390",42500000,19805,1.6307406296
Voshon Lenard,DEN,71,1665,2002,1.7,"$4,252,435",42500000,19805,70.7438161199
Zendon Hamilton,DEN,54,848,2002,1.1,"$465,850",42500000,19805,23.5467792607
Ben Wallace,DET,80,2921,2002,11.6,"$4,700,000",42500000,19680,850.3356651194
Brian Cardinal,DET,8,43,2002,0.2,"$465,850",42500000,19680,0.2184696832
Chucky Atkins,DET,79,2285,2002,5.1,"$3,300,000",42500000,19680,294.2896413199
Clifford Robinson,DET,80,2855,2002,4.3,"$7,656,250",42500000,19680,301.7807724124
Corliss Williamson,DET,78,1701,2002,5.1,"$4,000,000",42500000,19680,218.4515961263
Damon Jones,DET,67,1083,2002,1.9,"$565,850",42500000,19680,52.2696961461
Dana Barros,DET,29,582,2002,0.5,"$1,600,000",42500000,19680,7.3828141615
Jerry Stackhouse,DET,76,2685,2002,5.8,"$5,843,750",42500000,19680,388.1751262386
Jon Barry,DET,82,1985,2002,7.5,"$3,175,000",42500000,19680,376.1283873507
Michael Curry,DET,82,1912,2002,2.3,"$2,400,000",42500000,19680,111.3713509438
Mikki Moore,DET,30,217,2002,0.6,"$2,531,250",42500000,19680,3.2961927744
Ratko Varda,DET,1,6,2002,0,"$332,817",42500000,19680,0
Rodney White,DET,16,129,2002,-0.2,"$1,693,560",42500000,19680,-0.6544469554
Victor Alexander,DET,15,97,2002,-0.1,"$653,350",42500000,19680,-0.2463848482
Zeljko Rebraca,DET,74,1179,2002,3.3,"$3,500,000",42500000,19680,98.1786901848
Adonal Foyle,GSW,79,1485,2002,1.2,"$4,400,000",42500000,19780,44.5626875562
Antawn Jamison,GSW,82,3033,2002,6.4,"$3,388,176",42500000,19780,487.5589202581
Bob Sura,GSW,78,1780,2002,4.1,"$5,213,333",42500000,19780,181.7033922435
Cedric Henderson,GSW,12,70,2002,0,"$3,000,000",42500000,19780,0
Chris Mills,GSW,66,1237,2002,1.9,"$5,400,000",42500000,19780,58.451892996
Danny Fortson,GSW,77,2216,2002,4.5,"$4,649,534",42500000,19780,249.0558586596
Dean Garrett,GSW,5,31,2002,-0.1,"$3,240,000",42500000,19780,-0.0779065561
Dean Oliver,GSW,20,139,2002,-0.1,"$332,817",42500000,19780,-0.3513434679
Erick Dampier,GSW,73,1740,2002,0.3,"$6,235,000",42500000,19780,12.9111525402
Gilbert Arenas,GSW,47,1155,2002,2.7,"$332,817",42500000,19780,78.8247917071
Jason Richardson,GSW,80,2629,2002,2.9,"$2,425,440",42500000,19780,192.0947709319
Larry Hughes,GSW,73,2049,2002,2.4,"$2,343,635",42500000,19780,123.9293749198
Marc Jackson,GSW,17,169,2002,0.3,"$3,250,000",42500000,19780,1.27410311
Mookie Blaylock,GSW,35,599,2002,-0.1,"$5,400,000",42500000,19780,-1.4897112668
Troy Murphy,GSW,82,1448,2002,1.4,"$1,310,400",42500000,19780,51.1949646422
Cuttino Mobley,HOU,74,3116,2002,5.7,"$4,413,375",42500000,19980,439.6814391893
Dan Langhi,HOU,34,434,2002,0,"$465,850",42500000,19980,0
Eddie Griffin,HOU,73,1896,2002,2.4,"$2,011,080",42500000,19980,113.6188945712
Glen Rice,HOU,20,606,2002,0,"$8,800,000",42500000,19980,0
Jason Collier,HOU,25,365,2002,0.4,"$1,280,040",42500000,19980,3.6503393172
Kelvin Cato,HOU,75,1917,2002,5.3,"$6,048,000",42500000,19980,249.1078122902
Kenny Thomas,HOU,72,2484,2002,4.4,"$946,920",42500000,19980,273.3777361075
Kevin Willis,HOU,52,865,2002,1.7,"$3,000,000",42500000,19980,36.6159394689
Moochie Norris,HOU,82,2249,2002,1.8,"$3,600,000",42500000,19980,100.579424795
Oscar Torres,HOU,65,1075,2002,0.9,"$332,817",42500000,19980,24.2102269436
Steve Francis,HOU,57,2343,2002,4.4,"$3,473,520",42500000,19980,256.2646866188
Terence Morris,HOU,68,1110,2002,0.2,"$420,000",42500000,19980,5.555012995
Tierre Brown,HOU,40,403,2002,0.1,"$332,817",42500000,19980,1.0084466624
Walt Williams,HOU,48,1117,2002,1.7,"$5,000,000",42500000,19980,46.86230348
Al Harrington,IND,44,1313,2002,2.6,"$1,436,982",42500000,19905,85.6542908981
Austin Croshere,IND,76,1286,2002,2.6,"$6,310,000",42500000,19905,82.1375358286
Brad Miller,IND,28,872,2002,3.9,"$4,400,000",42500000,19905,84.5101500223
Bruno Sundov,IND,22,88,2002,0,"$565,850",42500000,19905,0
Carlos Rogers,IND,22,168,2002,0.5,"$778,350",42500000,19905,2.1093148912
Jalen Rose,IND,53,1937,2002,3.6,#N/A,42500000,19905,#VALUE!
Jamaal Tinsley,IND,80,2442,2002,1.7,"$749,160",42500000,19905,104.2479294342
Jamison Brewer,IND,13,43,2002,0,"$332,817",42500000,19905,0
Jeff Foster,IND,82,1786,2002,4.2,"$986,400",42500000,19905,188.3235186543
Jermaine O'Neal,IND,72,2707,2002,6.4,"$6,325,000",42500000,19905,425.54842141
Jonathan Bender,IND,78,1647,2002,2,"$2,546,760",42500000,19905,82.4459109556
Kevin Ollie,IND,29,577,2002,1.6,"$590,850",42500000,19905,23.1856711413
Metta World Peace,IND,28,819,2002,1.3,"$1,241,760",42500000,19905,26.7217051483
Norm Richardson,IND,3,4,2002,0,"$332,817",42500000,19905,0
Primoz Brezec,IND,22,160,2002,0.3,"$749,160",42500000,19905,1.2053525589
Reggie Miller*,IND,79,2889,2002,9.5,"$12,045,075",42500000,19905,634.0363935691
Ron Mercer,IND,13,213,2002,0,"$6,750,000",42500000,19905,0
Travis Best,IND,44,954,2002,2,"$3,375,000",42500000,19905,47.6254136213
Corey Maggette,LAC,63,1615,2002,3.3,"$1,448,400",42500000,19805,134.3930843578
Darius Miles,LAC,82,2227,2002,3.4,"$3,054,840",42500000,19805,190.1711703406
Doug Overton,LAC,18,130,2002,-0.2,#N/A,42500000,19805,#VALUE!
Earl Boykins,LAC,68,761,2002,1,"$650,000",42500000,19805,19.2078261667
Eldridge Recasner,LAC,5,31,2002,0,"$1,300,000",42500000,19805,0
Elton Brand,LAC,80,3020,2002,13.6,"$3,882,360",42500000,19805,1028.2571092829
Eric Piatkowski,LAC,71,1718,2002,4.5,"$3,000,000",42500000,19805,194.2054722122
Harold Jamison,LAC,25,176,2002,0.5,"$600,000",42500000,19805,2.2212184019
Jeff McInnis,LAC,81,3030,2002,5.1,"$590,850",42500000,19805,390.0533530668
Keyon Dooling,LAC,14,155,2002,0,"$1,654,320",42500000,19805,0
Lamar Odom,LAC,29,999,2002,0.7,"$2,812,320",42500000,19805,17.5773271858
Michael Olowokandi,LAC,80,2568,2002,1.6,"$4,662,472",42500000,19805,102.4829493067
Obinna Ekezie,LAC,29,152,2002,0.2,"$540,850",42500000,19805,0.7673586665
Quentin Richardson,LAC,81,2152,2002,5.6,"$1,097,520",42500000,19805,304.0435068943
Sean Rooks,LAC,61,728,2002,0.6,"$2,400,000",42500000,19805,10.9923523489
Tremaine Fowlkes,LAC,22,343,2002,0.5,#N/A,42500000,19805,#VALUE!
Brian Shaw,LAL,58,631,2002,1.2,"$963,415",42500000,19780,19.1307103514
Derek Fisher,LAL,70,1974,2002,5.5,"$3,000,000",42500000,19780,273.0764114603
Devean George,LAL,82,1759,2002,4.2,"$834,250",42500000,19780,186.6772845971
Jelani McCoy,LAL,21,104,2002,0.1,"$565,850",42500000,19780,0.2628452082
Joe Crispin,LAL,6,27,2002,0,"$48,705",42500000,19780,0
Kobe Bryant,LAL,80,3063,2002,12.7,"$11,250,000",42500000,19780,914.4186287047
Lindsey Hunter,LAL,82,1616,2002,2,"$3,425,760",42500000,19780,81.1678608967
Mark Madsen,LAL,59,650,2002,1.9,"$759,960",42500000,19780,31.2084205021
Mike Penberthy,LAL,3,12,2002,0.1,"$28,405",42500000,19780,0.0303336568
Mitch Richmond,LAL,64,709,2002,0.9,"$10,000,000",42500000,19780,15.2369227593
Rick Fox,LAL,82,2289,2002,4.3,"$3,791,250",42500000,19780,246.8244400932
Robert Horry,LAL,81,2140,2002,6.9,"$5,300,000",42500000,19780,367.4511048523
Samaki Walker,LAL,69,1655,2002,5.3,"$1,400,000",42500000,19780,221.4858913096
Shaquille O'Neal,LAL,67,2422,2002,13.2,"$21,428,572",42500000,19780,602.7023697036
Stanislav Medvedenko,LAL,71,729,2002,1.8,"$465,850",42500000,19780,33.165883281
Antonis Fotsis,MEM,28,320,2002,0.1,"$332,817",42500000,19780,0.8088482715
Brevin Knight,MEM,53,1151,2002,1.4,"$4,500,000",42500000,19780,40.2764023637
Eddie Gill,MEM,23,384,2002,0.1,#N/A,42500000,19780,#VALUE!
Elliot Perry,MEM,2,48,2002,-0.1,#N/A,42500000,19780,#VALUE!
Grant Long,MEM,66,1868,2002,0.2,#N/A,42500000,19780,#VALUE!
Isaac Austin,MEM,21,307,2002,0,"$5,695,715",42500000,19780,0
Isaac Fontaine,MEM,6,75,2002,-0.2,#N/A,42500000,19780,#VALUE!
Jason Williams,MEM,65,2236,2002,0.9,"$2,554,072",42500000,19780,50.6858494473
Lorenzen Wright,MEM,43,1251,2002,1.4,"$5,500,000",42500000,19780,43.5305509392
Michael Dickerson,MEM,4,124,2002,-0.1,"$1,940,702",42500000,19780,-0.3127943374
Nick Anderson,MEM,15,219,2002,-0.4,"$5,401,906",42500000,19780,-2.1785842251
Pau Gasol,MEM,82,3007,2002,7.6,"$2,970,840",42500000,19780,574.8617864141
Rodney Buford,MEM,63,1769,2002,0.8,"$481,488",42500000,19780,35.7689170943
Shane Battier,MEM,78,3097,2002,4.8,"$2,203,080",42500000,19780,374.7637702809
Stromile Swift,MEM,68,1805,2002,3.7,"$3,401,640",42500000,19780,167.7380272045
Tony Massenburg,MEM,73,1247,2002,1.5,"$1,650,000",42500000,19780,47.2113412066
Will Solomon,MEM,62,872,2002,-0.5,"$332,817",42500000,19780,-11.020557699
Alonzo Mourning,MIA,75,2455,2002,7.4,"$18,754,800",42500000,19930,367.0151736466
Anthony Carter,MIA,46,1050,2002,0.2,"$3,250,000",42500000,19930,5.2376310165
Brian Grant,MIA,72,2256,2002,4.8,"$9,925,076",42500000,19930,256.8547834599
Chris Gatling,MIA,54,809,2002,1.4,"$2,504,227",42500000,19930,28.3157979192
Eddie House,MIA,64,1230,2002,0.9,"$465,850",42500000,19930,27.7688659518
Eddie Jones,MIA,81,3156,2002,10.5,"$10,091,250",42500000,19930,784.4890990352
Ernest Brown,MIA,3,21,2002,-0.2,"$332,817",42500000,19930,-0.1053623291
Jim Jackson,MIA,55,1825,2002,2.8,"$789,170",42500000,19930,128.1544929292
Kendall Gill,MIA,65,1410,2002,0.7,"$1,538,000",42500000,19930,24.7292382407
LaPhonso Ellis,MIA,66,1684,2002,2.2,"$3,000,000",42500000,19930,92.4821900875
Malik Allen,MIA,12,161,2002,0.5,"$332,817",42500000,19930,2.0194446409
Mike James,MIA,15,119,2002,0,#N/A,42500000,19930,#VALUE!
Rod Strickland,MIA,76,2294,2002,4.9,"$3,750,000",42500000,19930,279.8064896689
Sam Mack,MIA,12,159,2002,-0.1,#N/A,42500000,19930,#VALUE!
Sean Marks,MIA,21,319,2002,0.3,"$565,850",42500000,19930,2.4004775632
Tang Hamilton,MIA,9,98,2002,0.2,"$60,881",42500000,19930,0.4917200146
Vladimir Stepania,MIA,67,884,2002,1.7,"$565,850",42500000,19930,37.6952735841
Anthony Mason,MIL,82,3143,2002,6.4,"$4,538,000",42500000,19905,499.5192737163
Darvin Ham,MIL,70,1208,2002,1.2,"$1,760,000",42500000,19905,36.3505157323
Ervin Johnson,MIL,81,1660,2002,2.3,"$3,670,929",42500000,19905,95.1900378298
Glenn Robinson,MIL,66,2346,2002,4.7,"$8,990,000",42500000,19905,264.5776457325
Greg Anthony,MIL,24,553,2002,0,"$3,000,000",42500000,19905,0
Greg Foster,MIL,6,24,2002,0,"$1,764,247",42500000,19905,0
Jason Caffey,MIL,23,283,2002,0.3,"$4,812,500",42500000,19905,2.1052849163
Joel Przybilla,MIL,71,1128,2002,1.9,"$1,741,440",42500000,19905,53.7453318937
Mark Pope,MIL,45,426,2002,0.1,"$590,850",42500000,19905,1.069876073
Michael Redd,MIL,67,1417,2002,4.6,"$465,850",42500000,19905,163.7130584096
Rafer Alston,MIL,50,600,2002,0.7,"$625,000",42500000,19905,10.5478314381
Ray Allen,MIL,69,2525,2002,8.9,"$11,250,000",42500000,19905,524.9402112456
Sam Cassell,MIL,74,2605,2002,8.6,"$4,350,000",42500000,19905,556.852634547
Tim Thomas,MIL,74,1987,2002,2.2,"$9,675,000",42500000,19905,104.1160546628
Anthony Peeler,MIN,82,2060,2002,3.8,"$2,978,500",42500000,19805,196.6562104185
Chauncey Billups,MIN,82,2355,2002,7.6,"$2,475,000",42500000,19805,450.3231917947
Dean Garrett,MIN,29,152,2002,0,"$3,240,000",42500000,19805,0
Felipe Lopez,MIN,67,581,2002,0.3,"$565,850",42500000,19805,4.3996238976
Gary Trent,MIN,64,1140,2002,3,"$715,850",42500000,19805,86.3173373054
Joe Smith,MIN,72,1922,2002,6.1,"$4,538,000",42500000,19805,292.6162554646
Kevin Garnett,MIN,81,3175,2002,12.8,"$22,400,000",42500000,19805,740.9889830694
Loren Woods,MIN,60,516,2002,0.5,"$332,817",42500000,19805,6.5131072535
Marc Jackson,MIN,22,326,2002,0.3,"$3,250,000",42500000,19805,2.4546349398
Maurice Evans,MIN,10,45,2002,0.1,"$332,817",42500000,19805,0.1136007079
Rasho Nesterovic,MIN,82,2218,2002,4.1,"$1,725,788",42500000,19805,229.2048760302
Robert Pack,MIN,16,252,2002,0.1,#N/A,42500000,19805,#VALUE!
Sam Mitchell,MIN,74,726,2002,0.9,"$1,000,000",42500000,19805,16.4867017434
Terrell Brandon,MIN,32,962,2002,3.7,"$9,300,000",42500000,19805,85.5582586831
Wally Szczerbiak,MIN,82,3117,2002,8.7,"$2,313,240",42500000,19805,682.5943515605
William Avery,MIN,28,258,2002,-0.4,"$1,375,920",42500000,19805,-2.6026719172
Allan Houston,NYK,77,2914,2002,4.7,"$12,750,000",42500000,19805,314.6472607927
Charlie Ward,NYK,63,1058,2002,1.9,"$5,110,000",42500000,19805,50.0161446991
Clarence Weatherspoon,NYK,56,1728,2002,3.5,"$4,638,000",42500000,19805,150.8703101732
Felton Spencer,NYK,32,248,2002,-0.1,"$1,000,000",42500000,19805,-0.6257578868
Howard Eisley,NYK,39,609,2002,-0.3,"$4,781,250",42500000,19805,-4.5540950044
Kurt Thomas,NYK,82,2771,2002,6.5,"$4,413,375",42500000,19805,449.8174999933
Larry Robinson,NYK,2,10,2002,0,"$715,850",42500000,19805,0
Latrell Sprewell,NYK,81,3326,2002,2.8,"$11,250,000",42500000,19805,218.6382104411
Lavor Postell,NYK,23,179,2002,-0.1,"$465,850",42500000,19805,-0.451851789
Marcus Camby,NYK,29,1007,2002,2.1,"$7,300,000",42500000,19805,51.8129200815
Mark Jackson,NYK,82,2367,2002,6,"$3,860,000",42500000,19805,355.5882082945
Othella Harrington,NYK,77,1563,2002,3,"$2,475,000",42500000,19805,117.9777319435
Shandon Anderson,NYK,82,1596,2002,0.4,"$5,500,000",42500000,19805,15.8472218315
Travis Knight,NYK,49,429,2002,-0.1,"$3,600,000",42500000,19805,-1.0752887854
Andrew DeClercq,ORL,61,633,2002,1,"$2,900,000",42500000,19830,15.8863519152
Bo Outlaw,ORL,10,160,2002,0.3,"$6,000,000",42500000,19830,1.1861654513
Darrell Armstrong,ORL,82,2730,2002,7.6,"$4,005,000",42500000,19830,518.5010521795
Dee Brown,ORL,7,65,2002,-0.3,#N/A,42500000,19830,#VALUE!
Don Reid,ORL,68,714,2002,0.9,"$1,000,000",42500000,19830,16.193752781
Grant Hill,ORL,14,512,2002,1.2,"$10,865,250",42500000,19830,14.4791674952
Horace Grant,ORL,76,2210,2002,5.6,"$2,419,580",42500000,19830,311.0410300614
Jaren Jackson,ORL,9,144,2002,0,"$3,020,834",42500000,19830,0
Jeryl Sasser,ORL,7,36,2002,-0.1,"$901,800",42500000,19830,-0.0907306894
Jud Buechler,ORL,60,630,2002,0.8,"$3,600,000",42500000,19830,12.6168370247
Mike Miller,ORL,63,2123,2002,4.5,"$2,494,080",42500000,19830,240.0554533435
Monty Williams,ORL,68,1284,2002,2.9,"$778,350",42500000,19830,93.8565577117
Pat Garrity,ORL,80,2406,2002,5.1,"$1,569,691",42500000,19830,308.9728066079
Patrick Ewing*,ORL,65,901,2002,1.4,"$2,118,420",42500000,19830,31.7263237318
Steven Hunter,ORL,53,516,2002,1,"$1,244,880",42500000,19830,12.9994271903
Tracy McGrady,ORL,76,2912,2002,11.5,"$10,865,250",42500000,19830,789.1900408217
Troy Hudson,ORL,81,1854,2002,2.5,"$590,850",42500000,19830,116.8457934554
Aaron McKie,PHI,48,1471,2002,3.9,"$4,000,000",42500000,19730,144.0973589829
Allen Iverson,PHI,60,2622,2002,6.9,"$11,250,000",42500000,19730,426.3588943821
Alvin Jones,PHI,23,126,2002,0.1,"$332,817",42500000,19730,0.3192911128
Corie Blount,PHI,72,1426,2002,3.1,"$1,609,235",42500000,19730,111.8667548152
Damone Brown,PHI,17,67,2002,-0.1,"$332,817",42500000,19730,-0.1697817822
Derrick Coleman,PHI,58,2080,2002,5.9,"$8,710,000",42500000,19730,297.9362678485
Derrick McKey,PHI,41,784,2002,1.6,"$6,000,000",42500000,19730,31.1555704432
Dikembe Mutombo,PHI,80,2907,2002,9.6,"$14,315,790",42500000,19730,626.9836844457
Eric Snow,PHI,61,2225,2002,5.5,"$3,750,000",42500000,19730,307.7097148003
Ira Bowman,PHI,3,29,2002,0.1,"$19,787",42500000,19730,0.073492128
Jabari Smith,PHI,11,110,2002,0.4,"$465,850",42500000,19730,1.1149192477
Matt Geiger,PHI,4,36,2002,-0.1,"$8,142,160",42500000,19730,-0.0878831538
Matt Harpring,PHI,81,2541,2002,6.1,"$1,908,401",42500000,19730,392.0133476389
Michael Ruffin,PHI,15,169,2002,0,"$540,850",42500000,19730,0
Raja Bell,PHI,74,890,2002,1.1,"$540,850",42500000,19730,24.8059161893
Samuel Dalembert,PHI,34,177,2002,0.3,"$771,480",42500000,19730,1.3452230842
Speedy Claxton,PHI,67,1528,2002,2.8,"$1,006,200",42500000,19730,108.362946608
Tim James,PHI,9,41,2002,-0.1,"$837,720",42500000,19730,-0.1038623174
Vonteego Cummings,PHI,58,501,2002,0.6,"$810,000",42500000,19730,7.6150737565
Alton Ford,PHO,53,452,2002,0.8,"$332,817",42500000,19830,9.1169396144
Anfernee Hardaway,PHO,80,2462,2002,2.9,"$11,250,000",42500000,19830,167.4109908269
Bo Outlaw,PHO,73,1768,2002,3.2,"$6,000,000",42500000,19830,139.8093678621
Charlie Bell,PHO,5,42,2002,-0.2,#N/A,42500000,19830,#VALUE!
Dan Majerle,PHO,65,1180,2002,2.1,"$1,000,000",42500000,19830,62.4464976522
Daniel Santiago,PHO,3,24,2002,0,"$465,850",42500000,19830,0
Jake Tsakalidis,PHO,67,1582,2002,2.8,"$820,400",42500000,19830,111.6477411693
Jake Voskuhl,PHO,59,900,2002,2.7,"$465,850",42500000,19830,61.2634402885
Joe Crispin,PHO,15,129,2002,0.5,"$48,705",42500000,19830,1.626321616
Joe Johnson,PHO,29,913,2002,1,"$1,608,840",42500000,19830,22.9876869894
John Wallace,PHO,46,490,2002,0.7,"$2,630,000",42500000,19830,8.6153935204
Jud Buechler,PHO,6,54,2002,0.1,"$3,600,000",42500000,19830,0.1351803967
Milt Palacio,PHO,28,272,2002,0.1,"$690,000",42500000,19830,0.685648777
Rodney Rogers,PHO,50,1254,2002,3.7,"$2,400,000",42500000,19830,116.6163392574
Shawn Marion,PHO,81,3109,2002,9.8,"$1,778,160",42500000,19830,766.8901968583
Stephon Marbury,PHO,82,3187,2002,7.1,"$11,250,000",42500000,19830,530.5646764802
Tom Gugliotta,PHO,44,1129,2002,0.9,"$10,114,000",42500000,19830,24.1693245425
Tony Delk,PHO,41,877,2002,1.8,"$2,475,000",42500000,19830,39.6683412937
Vinny Del Negro,PHO,2,6,2002,0,"$2,275,000",42500000,19830,0
Bonzi Wells,POR,74,2348,2002,6,"$2,028,239",42500000,19830,354.4103487467
Chris Dudley,POR,43,327,2002,0.3,"$6,200,000",42500000,19830,2.4208842427
Dale Davis,POR,78,2447,2002,8.5,"$7,010,000",42500000,19830,510.1774406336
Damon Stoudamire,POR,75,2796,2002,6.6,"$12,375,000",42500000,19830,425.8455580043
Derek Anderson,POR,70,1860,2002,5.3,"$6,495,000",42500000,19830,242.757592108
Erick Barkley,POR,19,228,2002,0.2,"$638,000",42500000,19830,1.1495139662
Mitchell Butler,POR,11,90,2002,0.1,"$715,850",42500000,19830,0.2268645149
Rasheed Wallace,POR,79,2963,2002,9.7,"$14,400,000",42500000,19830,641.4922324743
Rick Brunson,POR,59,520,2002,0.7,"$590,850",42500000,19830,9.1762392271
Ruben Boumtje-Boumtje,POR,33,245,2002,0.2,"$332,817",42500000,19830,1.2354259986
Ruben Patterson,POR,75,1765,2002,5.6,"$4,538,000",42500000,19830,246.3769640491
Scottie Pippen*,POR,62,1996,2002,3.7,"$18,083,564",42500000,19830,152.4996267984
Shawn Kemp,POR,75,1232,2002,1.9,"$12,660,000",42500000,19830,53.7844603074
Steve Kerr,POR,65,775,2002,1.8,"$2,406,250",42500000,19830,35.0612265922
Zach Randolph,POR,41,238,2002,0.5,"$1,019,280",42500000,19830,2.998778435
Bobby Jackson,SAC,81,1750,2002,5.4,"$2,475,000",42500000,19755,238.3688116276
Brent Price,SAC,20,89,2002,0,"$3,680,000",42500000,19755,0
Chris Webber,SAC,54,2071,2002,8.6,"$12,750,000",42500000,19755,410.216299671
Chucky Brown,SAC,18,92,2002,0.1,#N/A,42500000,19755,#VALUE!
Doug Christie,SAC,81,2798,2002,8.6,"$5,200,000",42500000,19755,599.9132891835
Gerald Wallace,SAC,54,430,2002,0.6,"$797,880",42500000,19755,6.5276909123
Hedo Turkoglu,SAC,80,1970,2002,5.2,"$1,216,080",42500000,19755,259.0638526769
Jabari Smith,SAC,12,71,2002,0,"$465,850",42500000,19755,0
Lawrence Funderburke,SAC,56,722,2002,1.6,"$3,025,000",42500000,19755,29.0900443653
Mateen Cleaves,SAC,32,153,2002,-0.3,"$1,347,480",42500000,19755,-1.1605633966
Mike Bibby,SAC,80,2659,2002,6.3,"$4,174,893",42500000,19755,419.8950008301
Peja Stojakovic,SAC,71,2649,2002,9.9,"$5,000,000",42500000,19755,654.5715726998
Scot Pollard,SAC,80,1881,2002,6.8,"$4,344,187",42500000,19755,320.3533251212
Vlade Divac,SAC,80,2420,2002,7.3,"$10,444,642",42500000,19755,420.1225413444
Amal McCaskill,SAS,27,153,2002,0,"$465,850",42500000,19855,0
Antonio Daniels,SAS,82,2175,2002,5.9,"$3,000,000",42500000,19855,321.5451905205
Bruce Bowen,SAS,59,1699,2002,1.9,"$715,850",42500000,19855,81.2688031619
Charles Smith,SAS,60,1141,2002,2,"$540,850",42500000,19855,57.4573264789
