Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Xavier Moon,Assist,,,2 - 4:34,,,,
,,,88-85,2 - 4:22,3,Daryle Morgan,Three Point Made,
,,,,2 - 4:22,,William Desilien,Assist,
Benji Bell,Defensive Foul,,,2 - 4:22,,,,
,,,,2 - 4:22,,Dan Milota,Left the Game,
,,,,2 - 4:22,,Tyler Chandler,Left the Game,Colin May Entered the Game
,,,,2 - 4:22,,Christopher Boucher,Entered the Game,
,,,88-86,2 - 4:22,2,Daryle Morgan,Free Throw Made,
Benji Bell,Three Point Attempt,Keith Charleston Offensive Rebound,,2 - 4:11,,,,
Keith Charleston,Field Goal Attempt,Xavier Moon Offensive Rebound,,2 - 4:07,,,,
Benji Bell,Turnover,,,2 - 4:00,,,,
,,,,2 - 3:59,,Daryle Morgan,Steal,
,,,88-88,2 - 3:48,(T8),Daryle Morgan,Field Goal Made,
,,,,2 - 3:48,,EJ Hubbard,Assist,
Xavier Moon,Three Point Attempt,Benji Bell Offensive Rebound,,2 - 3:21,,,,
Brandon Austin,Three Point Attempt,,,2 - 3:02,,,,
Keith Charleston,Offensive Rebound,,,2 - 3:00,,,,
Keith Charleston,Turnover,,,2 - 2:59,,,,
Keith Charleston,Defensive Foul,,,2 - 2:50,,,,
,,,88-90,2 - 2:29,-2 (L14),William Desilien,Field Goal Made,
Brandon Austin,Field Goal Attempt,,,2 - 2:10,,,,Christopher Boucher Defensive Rebound
,,,,2 - 1:44,,William Desilien,Offensive Foul,
,,,,2 - 1:44,,William Desilien,Turnover,
Benji Bell,Charge,,,2 - 1:44,,,,
Xavier Moon,Left the Game,Jalen Jackson Entered the Game,,2 - 1:44,,,,
Benji Bell,Field Goal Made,,90-90,2 - 1:32,(T9),,,
Benji Bell,Defensive Foul,,,2 - 1:15,,,,
Benji Bell,Left the Game,Xavier Moon Entered the Game,,2 - 1:15,,,,
,,Brandon Austin Defensive Rebound,,2 - 1:15,,Christopher Boucher,Free Throw Attempt,
Xavier Moon,Three Point Made,,93-90,2 - 1:00,3 (L15),,,
Brandon Austin,Assist,,,2 - 1:00,,,,
Brandon Austin,Defensive Foul,,,2 - 0:42,,,,
,,,,2 - 0:42,,EJ Hubbard,Left the Game,EJ Hubbard Entered the Game
Brandon Austin,Left the Game,Jordan Capps Entered the Game,,2 - 0:42,,,,
,,,93-91,2 - 0:42,2,William Desilien,Free Throw Made,
,,,93-92,2 - 0:42,1,William Desilien,Free Throw Made,
Jalen Jackson,Field Goal Attempt,Jordan Capps Offensive Rebound,,2 - 0:11,,,,
,,,,2 - 0:11,,EJ Hubbard,Defensive Foul,
,,,,2 - 0:11,,EJ Hubbard,Left the Game,Tyler Chandler Entered the Game
Jordan Capps,Free Throw Made,,94-92,2 - 0:11,2,,,
Jordan Capps,Free Throw Attempt,,,2 - 0:11,,,,Tyler Chandler Defensive Rebound
,,,,2 - 0:02,,William Desilien,Turnover,
Treshaad Williams,Steal,,,2 - 0:01,,,,
