Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 3:19,,Emanuel Shepherd,Entered the Game,
,,,,2 - 3:19,,Justin Jones,Entered the Game,
,,,,2 - 3:19,,Jaben Garrett,Entered the Game,
,,,88-59,2 - 3:19,29,Daniel Hernandez,Free Throw Made,
,,,88-60,2 - 3:19,28,Daniel Hernandez,Free Throw Made,
Nigel Holley,Turnover,,,2 - 2:48,,,,
,,Everett Clemons Defensive Rebound,,2 - 2:28,,Emanuel Shepherd,Field Goal Attempt,
,,,,2 - 2:20,,Emanuel Shepherd,Defensive Foul,
Everett Clemons,Left the Game,Jaelan Manson Entered the Game,,2 - 2:20,,,,
Nigel Holley,Left the Game,Mangisto Deng Entered the Game,,2 - 2:20,,,,
Keith Mack,Field Goal Attempt,,,2 - 1:46,,,,Jaben Garrett Defensive Rebound
,,Donte` McGill Defensive Rebound,,2 - 1:37,,Justin Jones,Three Point Attempt,
,,,,2 - 1:24,,Jordan Martin,Defensive Foul,
,,,,2 - 1:24,,Jordan Martin,Left the Game,
,,,,2 - 1:24,,Justin Jones,Left the Game,Alex Najieb Entered the Game
,,,,2 - 1:24,,Kahri Sloane,Entered the Game,
