Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,Keanu Pinder Defensive Rebound,,2 - 6:43,,Jhaustin Thomas,Field Goal Attempt,
Keanu Pinder,Field Goal Attempt,Austin Budke Offensive Rebound,,2 - 6:29,,,,
Austin Budke,Field Goal Made,,55-46,2 - 6:26,9,,,
,,,,2 - 6:09,,Dedrick Basile,Turnover,
Akbar Hoffman,Steal,,,2 - 6:08,,,,
Austin Budke,Field Goal Made,,57-46,2 - 6:06,11,,,
Akbar Hoffman,Assist,,,2 - 6:06,,,,
,,,,2 - 6:04,,Melvin Swift,Left the Game,
,,,,2 - 6:04,,Jhaustin Thomas,Left the Game,
,,,,2 - 6:04,,Dedrick Basile,Left the Game,
,,,,2 - 6:04,,Clarence Williams,Left the Game,
,,,,2 - 6:04,,Preston Anderson,Left the Game,Jhaustin Thomas Entered the Game
,,,,2 - 6:04,,Preston Anderson,Entered the Game,
,,,,2 - 6:04,,Aldonis foote,Entered the Game,
,,,,2 - 6:04,,Dedrick Basile,Entered the Game,
,,,,2 - 6:04,,Clarence Williams,Entered the Game,
,,,57-49,2 - 5:53,8,Clarence Williams,Three Point Made,
,,,,2 - 5:52,,Dedrick Basile,Assist,
,,,,2 - 5:41,,Clarence Williams,Defensive Foul,
,,,,2 - 5:41,,Preston Anderson,Left the Game,Shelton Hagigal Entered the Game
Keanu Pinder,Free Throw Made,,58-49,2 - 5:41,9,,,
Keanu Pinder,Free Throw Made,,59-49,2 - 5:41,10,,,
,,Bashier Ahmed Defensive Rebound,,2 - 5:28,,Clarence Williams,Three Point Attempt,
Akbar Hoffman,Three Point Attempt,Keanu Pinder Offensive Rebound,,2 - 5:05,,,,
Keanu Pinder,Three Point Attempt,Akbar Hoffman Offensive Rebound,,2 - 4:50,,,,
Akbar Hoffman,Field Goal Made,,61-49,2 - 4:43,12,,,
,,Austin Budke Defensive Rebound,,2 - 4:25,,Dedrick Basile,Three Point Attempt,
